plot,year,focal_species,neighbor_species,current_focal_cover,previous_focal_cover,previous_neighbor_cover,season_length_ds
4,2017,POBI6,ERSI3,0.08,0.07,0.07,97
4,2017,POBI6,TRPAP,0.08,0.07,0.04,97
4,2017,POBI6,2MOSS,0.08,0.07,0.05,97
4,2017,POBI6,LUSP4,0.08,0.07,0.05,97
4,2017,POBI6,LEPY2,0.08,0.07,0.01,97
4,2017,POBI6,MIOB2,0.08,0.07,0.09,97
4,2017,POBI6,RAAD,0.08,0.07,0,97
4,2017,POBI6,FEBR,0.08,0.07,0.02,97
4,2017,POBI6,2LICHN,0.08,0.07,0.05,97
4,2017,POBI6,2BARE,0.08,0.07,0.03,97
4,2017,POBI6,CALE4,0.08,0.07,0.01,97
4,2017,POBI6,SIPR,0.08,0.07,0.02,97
4,2018,POBI6,DECE,0.06,0.08,0.27,140
4,2018,POBI6,2LTR,0.06,0.08,0.49,140
4,2018,POBI6,GEROT,0.06,0.08,0.34,140
4,2018,POBI6,ARSC,0.06,0.08,0.29,140
4,2018,POBI6,MIOB2,0.06,0.08,0.09,140
4,2018,POBI6,TRPAP,0.06,0.08,0.05,140
4,2018,POBI6,LUSP4,0.06,0.08,0.05,140
4,2018,POBI6,2LICHN,0.06,0.08,0.03,140
4,2018,POBI6,ERSI3,0.06,0.08,0.14,140
4,2018,POBI6,2BARE,0.06,0.08,0.02,140
4,2018,POBI6,LEPY2,0.06,0.08,0.03,140
4,2018,POBI6,RAAD,0.06,0.08,0.02,140
4,2018,POBI6,FEBR,0.06,0.08,0.03,140
4,2018,POBI6,CAOC4,0.06,0.08,0.02,140
4,2018,POBI6,CALE4,0.06,0.08,0.02,140
4,2018,POBI6,SIPR,0.06,0.08,0.06,140
4,2018,POBI6,2MOSS,0.06,0.08,0.05,140
4,2018,POBI6,TRSP2,0.06,0.08,0,140
40,2011,POBI6,TRNA2,0.01,0.02,0.03,213
40,2011,POBI6,CARUD,0.01,0.02,0.16,213
40,2011,POBI6,KOMY,0.01,0.02,0.68,213
40,2011,POBI6,SEDES,0.01,0.02,0.02,213
40,2011,POBI6,2LICHN,0.01,0.02,0.23,213
40,2011,POBI6,2LTR,0.01,0.02,0.53,213
40,2011,POBI6,2UNKSC,0.01,0.02,0.02,213
40,2011,POBI6,2BARE,0.01,0.02,0,213
40,2011,POBI6,CAPU,0.01,0.02,0.01,213
40,2011,POBI6,POVI3,0.01,0.02,0,213
40,2011,POBI6,CARO2,0.01,0.02,0.03,213
40,2011,POBI6,TEACC,0.01,0.02,0.01,213
40,2011,POBI6,GEROT,0.01,0.02,0.08,213
40,2011,POBI6,MIOB2,0.01,0.02,0.02,213
40,2011,POBI6,SARH2,0.01,0.02,0,213
40,2011,POBI6,ORALA,0.01,0.02,0.01,213
40,2011,POBI6,ARFEF3,0.01,0.02,0,213
40,2011,POBI6,ARSC,0.01,0.02,0.01,213
40,2011,POBI6,LLSE,0.01,0.02,0.01,213
40,2011,POBI6,ERSI3,0.01,0.02,0.01,213
40,2012,POBI6,TRNA2,0.01,0.01,0.04,245
40,2012,POBI6,LLSE,0.01,0.01,0.02,245
40,2012,POBI6,KOMY,0.01,0.01,0.7,245
40,2012,POBI6,SEDES,0.01,0.01,0.04,245
40,2012,POBI6,2LTR,0.01,0.01,0.62,245
40,2012,POBI6,CARUD,0.01,0.01,0.14,245
40,2012,POBI6,CAPU,0.01,0.01,0.04,245
40,2012,POBI6,2BARE,0.01,0.01,0.01,245
40,2012,POBI6,2LICHN,0.01,0.01,0.16,245
40,2012,POBI6,TEACC,0.01,0.01,0.01,245
40,2012,POBI6,MIOB2,0.01,0.01,0.04,245
40,2012,POBI6,GEROT,0.01,0.01,0.05,245
40,2012,POBI6,ARFEF3,0.01,0.01,0.01,245
40,2012,POBI6,ERSI3,0.01,0.01,0.01,245
40,2012,POBI6,ARSC,0.01,0.01,0.03,245
40,2012,POBI6,POVI3,0.01,0.01,0.04,245
40,2012,POBI6,2UNKSC,0.01,0.01,0.02,245
40,2012,POBI6,CAUN2,0.01,0.01,0,245
40,2013,POBI6,TRDA2,0.01,0.01,0,199
40,2013,POBI6,KOMY,0.01,0.01,0.6,199
40,2013,POBI6,CAPU,0.01,0.01,0.01,199
40,2013,POBI6,LLSE,0.01,0.01,0.03,199
40,2013,POBI6,ERNA,0.01,0.01,0,199
40,2013,POBI6,SEDES,0.01,0.01,0.04,199
40,2013,POBI6,2LTR,0.01,0.01,0.68,199
40,2013,POBI6,CARUD,0.01,0.01,0.15,199
40,2013,POBI6,POVI3,0.01,0.01,0.01,199
40,2013,POBI6,SARH2,0.01,0.01,0,199
40,2013,POBI6,CARO2,0.01,0.01,0,199
40,2013,POBI6,GEROT,0.01,0.01,0.03,199
40,2013,POBI6,MIOB2,0.01,0.01,0.01,199
40,2013,POBI6,2LICHN,0.01,0.01,0.14,199
40,2013,POBI6,TEACC,0.01,0.01,0.02,199
40,2013,POBI6,ARFEF3,0.01,0.01,0.02,199
40,2013,POBI6,ERSI3,0.01,0.01,0.01,199
40,2013,POBI6,ARSC,0.01,0.01,0.01,199
40,2014,POBI6,TRDA2,0.01,0.01,0.04,189
40,2014,POBI6,KOMY,0.01,0.01,0.73,189
40,2014,POBI6,CAPU,0.01,0.01,0.06,189
40,2014,POBI6,LLSE,0.01,0.01,0.03,189
40,2014,POBI6,SEDES,0.01,0.01,0.04,189
40,2014,POBI6,2LICHN,0.01,0.01,0.15,189
40,2014,POBI6,2LTR,0.01,0.01,0.46,189
40,2014,POBI6,POVI3,0.01,0.01,0.1,189
40,2014,POBI6,CARO2,0.01,0.01,0.03,189
40,2014,POBI6,CARUD,0.01,0.01,0.16,189
40,2014,POBI6,ARFEF3,0.01,0.01,0.02,189
40,2014,POBI6,MIOB2,0.01,0.01,0.04,189
40,2014,POBI6,TEACC,0.01,0.01,0.02,189
40,2014,POBI6,GEROT,0.01,0.01,0.11,189
40,2014,POBI6,CAUN2,0.01,0.01,0,189
40,2014,POBI6,ARSC,0.01,0.01,0.03,189
40,2015,POBI6,TRNA2,0.01,0.01,0,184
40,2015,POBI6,KOMY,0.01,0.01,0.69,184
40,2015,POBI6,CAPU,0.01,0.01,0.04,184
40,2015,POBI6,LLSE,0.01,0.01,0.03,184
40,2015,POBI6,2LTR,0.01,0.01,0.46,184
40,2015,POBI6,ARFEF3,0.01,0.01,0.03,184
40,2015,POBI6,CARUD,0.01,0.01,0.16,184
40,2015,POBI6,ERNA,0.01,0.01,0,184
40,2015,POBI6,2LICHN,0.01,0.01,0.2,184
40,2015,POBI6,ARSC,0.01,0.01,0.01,184
40,2015,POBI6,TEACC,0.01,0.01,0.02,184
40,2015,POBI6,GEROT,0.01,0.01,0.07,184
40,2015,POBI6,POVI3,0.01,0.01,0.07,184
40,2015,POBI6,MIOB2,0.01,0.01,0.05,184
40,2015,POBI6,CAUN2,0.01,0.01,0.01,184
40,2015,POBI6,SEDES,0.01,0.01,0.06,184
40,2015,POBI6,ERSI3,0.01,0.01,0,184
40,2015,POBI6,CARO2,0.01,0.01,0.02,184
40,2015,POBI6,FEBR,0.01,0.01,0,184
40,2016,POBI6,TRNA2,0.01,0.01,0.04,173
40,2016,POBI6,POVI3,0.01,0.01,0.04,173
40,2016,POBI6,KOMY,0.01,0.01,0.79,173
40,2016,POBI6,CARUD,0.01,0.01,0.15,173
40,2016,POBI6,SEDES,0.01,0.01,0.01,173
40,2016,POBI6,CAUN2,0.01,0.01,0.01,173
40,2016,POBI6,2LTR,0.01,0.01,0.44,173
40,2016,POBI6,CAPU,0.01,0.01,0.04,173
40,2016,POBI6,2LICHN,0.01,0.01,0.16,173
40,2016,POBI6,ARSC,0.01,0.01,0.04,173
40,2016,POBI6,LLSE,0.01,0.01,0.03,173
40,2016,POBI6,MIOB2,0.01,0.01,0.03,173
40,2016,POBI6,TEACC,0.01,0.01,0.02,173
40,2016,POBI6,GEROT,0.01,0.01,0.13,173
40,2016,POBI6,DRABA,0.01,0.01,0,173
40,2017,POBI6,KOMY,0.01,0.01,0.72,126
40,2017,POBI6,CARUD,0.01,0.01,0.18,126
40,2017,POBI6,TRNA2,0.01,0.01,0.04,126
40,2017,POBI6,LLSE,0.01,0.01,0.01,126
40,2017,POBI6,2LTR,0.01,0.01,0.64,126
40,2017,POBI6,2LICHN,0.01,0.01,0.13,126
40,2017,POBI6,SEDES,0.01,0.01,0.02,126
40,2017,POBI6,CAPU,0.01,0.01,0.04,126
40,2017,POBI6,TEACC,0.01,0.01,0.01,126
40,2017,POBI6,GEROT,0.01,0.01,0.06,126
40,2017,POBI6,ARSC,0.01,0.01,0.01,126
40,2017,POBI6,POVI3,0.01,0.01,0.06,126
40,2017,POBI6,MIOB2,0.01,0.01,0.03,126
40,2017,POBI6,ARFEF3,0.01,0.01,0,126
40,2017,POBI6,CAUN2,0.01,0.01,0.01,126
40,2018,POBI6,CARUD,0.01,0.01,0.23,196
40,2018,POBI6,TRNA2,0.01,0.01,0.04,196
40,2018,POBI6,KOMY,0.01,0.01,0.74,196
40,2018,POBI6,ERNA,0.01,0.01,0,196
40,2018,POBI6,2LTR,0.01,0.01,0.55,196
40,2018,POBI6,POVI3,0.01,0.01,0.03,196
40,2018,POBI6,2LICHN,0.01,0.01,0.16,196
40,2018,POBI6,ARSC,0.01,0.01,0.04,196
40,2018,POBI6,ARFEF3,0.01,0.01,0.01,196
40,2018,POBI6,GEROT,0.01,0.01,0.11,196
40,2018,POBI6,CARO2,0.01,0.01,0,196
40,2018,POBI6,TEACC,0.01,0.01,0.01,196
40,2018,POBI6,MIOB2,0.01,0.01,0.03,196
40,2018,POBI6,2BARE,0.01,0.01,0,196
40,2018,POBI6,SEDES,0.01,0.01,0.04,196
40,2018,POBI6,ORALA,0.01,0.01,0,196
40,2018,POBI6,NOMO2,0.01,0.01,0,196
40,2018,POBI6,ERSI3,0.01,0.01,0,196
40,2018,POBI6,LLSE,0.01,0.01,0.03,196
40,2018,POBI6,CAPU,0.01,0.01,0.05,196
40,2018,POBI6,CAUN2,0.01,0.01,0.01,196
401,2012,POBI6,2LTR,0.01,0,0.48,161
401,2012,POBI6,GEROT,0.01,0,0.01,161
401,2012,POBI6,KOMY,0.01,0,0.59,161
401,2012,POBI6,CARUD,0.01,0,0.18,161
401,2012,POBI6,POVI3,0.01,0,0.05,161
401,2012,POBI6,LLSE,0.01,0,0.03,161
401,2012,POBI6,2LICHN,0.01,0,0.3,161
401,2012,POBI6,TEACC,0.01,0,0.1,161
401,2012,POBI6,CAPU,0.01,0,0.08,161
401,2012,POBI6,CAUN2,0.01,0,0,161
401,2012,POBI6,MIOB2,0.01,0,0.02,161
401,2012,POBI6,FEBR,0.01,0,0,161
401,2012,POBI6,SEDES,0.01,0,0.01,161
401,2012,POBI6,DRAU,0.01,0,0,161
401,2012,POBI6,TRDA2,0.01,0,0.06,161
43,2011,POBI6,2LTR,0.01,0,0.58,138
43,2011,POBI6,ARSC,0.01,0,0.14,138
43,2011,POBI6,TRPAP,0.01,0,0.17,138
43,2011,POBI6,TRSP2,0.01,0,0,138
43,2011,POBI6,GEROT,0.01,0,0.05,138
43,2011,POBI6,MIOB2,0.01,0,0.05,138
43,2011,POBI6,DECE,0.01,0,0.34,138
43,2011,POBI6,LUSP4,0.01,0,0.01,138
43,2011,POBI6,RAAD,0.01,0,0.02,138
43,2011,POBI6,2BARE,0.01,0,0.07,138
43,2011,POBI6,POARG,0.01,0,0.04,138
43,2011,POBI6,LEPY2,0.01,0,0,138
43,2011,POBI6,SIPR,0.01,0,0.01,138
44,2012,POBI6,2LTR,0.03,0,0.68,154
44,2012,POBI6,TRPAP,0.03,0,0.39,154
44,2012,POBI6,DECE,0.03,0,0.72,154
44,2012,POBI6,2BARE,0.03,0,0.12,154
44,2012,POBI6,ERME2,0.03,0,0.05,154
44,2012,POBI6,GEROT,0.03,0,0.06,154
44,2012,POBI6,CASCS2,0.03,0,0,154
44,2012,POBI6,SIPR,0.03,0,0.01,154
44,2012,POBI6,ANME2,0.03,0,0,154
44,2013,POBI6,2BARE,0.02,0.03,0.04,171
44,2013,POBI6,DECE,0.02,0.03,0.77,171
44,2013,POBI6,TRPAP,0.02,0.03,0.45,171
44,2013,POBI6,2LTR,0.02,0.03,0.53,171
44,2013,POBI6,2LICHN,0.02,0.03,0,171
44,2013,POBI6,FEBR,0.02,0.03,0,171
44,2013,POBI6,GEROT,0.02,0.03,0.08,171
44,2013,POBI6,ERME2,0.02,0.03,0.06,171
44,2013,POBI6,SIPR,0.02,0.03,0.02,171
44,2014,POBI6,2BARE,0.02,0.02,0.05,93
44,2014,POBI6,DECE,0.02,0.02,0.7,93
44,2014,POBI6,2LTR,0.02,0.02,0.44,93
44,2014,POBI6,TRPAP,0.02,0.02,0.46,93
44,2014,POBI6,GEROT,0.02,0.02,0.09,93
44,2014,POBI6,POARG,0.02,0.02,0,93
44,2014,POBI6,ERME2,0.02,0.02,0.06,93
44,2014,POBI6,SIPR,0.02,0.02,0.01,93
44,2015,POBI6,2BARE,0.05,0.02,0.28,114
44,2015,POBI6,2LTR,0.05,0.02,0.5,114
44,2015,POBI6,DECE,0.05,0.02,0.58,114
44,2015,POBI6,TRPAP,0.05,0.02,0.41,114
44,2015,POBI6,GEROT,0.05,0.02,0.09,114
44,2015,POBI6,ERME2,0.05,0.02,0.06,114
44,2015,POBI6,POARG,0.05,0.02,0.01,114
44,2015,POBI6,FEBR,0.05,0.02,0,114
44,2015,POBI6,SIPR,0.05,0.02,0.01,114
44,2016,POBI6,2BARE,0.02,0.05,0.23,126
44,2016,POBI6,TRPAP,0.02,0.05,0.4,126
44,2016,POBI6,DECE,0.02,0.05,0.75,126
44,2016,POBI6,2LTR,0.02,0.05,0.49,126
44,2016,POBI6,GEROT,0.02,0.05,0.09,126
44,2016,POBI6,ERME2,0.02,0.05,0.05,126
44,2016,POBI6,2MOSS,0.02,0.05,0,126
44,2016,POBI6,CAREX7,0.02,0.05,0,126
44,2016,POBI6,FEBR,0.02,0.05,0.01,126
44,2016,POBI6,SIPR,0.02,0.05,0.02,126
44,2017,POBI6,TRPAP,0.05,0.02,0.47,63
44,2017,POBI6,2BARE,0.05,0.02,0.2,63
44,2017,POBI6,DECE,0.05,0.02,0.77,63
44,2017,POBI6,2LTR,0.05,0.02,0.63,63
44,2017,POBI6,GEROT,0.05,0.02,0.08,63
44,2017,POBI6,ERME2,0.05,0.02,0.05,63
44,2017,POBI6,POARG,0.05,0.02,0,63
44,2017,POBI6,ARSC,0.05,0.02,0,63
44,2017,POBI6,SIPR,0.05,0.02,0.03,63
44,2018,POBI6,TRPAP,0.01,0.05,0.41,119
44,2018,POBI6,2BARE,0.01,0.05,0.21,119
44,2018,POBI6,DECE,0.01,0.05,0.66,119
44,2018,POBI6,2LTR,0.01,0.05,0.6,119
44,2018,POBI6,GEROT,0.01,0.05,0.07,119
44,2018,POBI6,ERME2,0.01,0.05,0.05,119
44,2018,POBI6,CAREX,0.01,0.05,0,119
44,2018,POBI6,TRSP2,0.01,0.05,0,119
46,2014,POBI6,GEROT,0.02,0,0.35,100
46,2014,POBI6,TRPAP,0.02,0,0.17,100
46,2014,POBI6,DECE,0.02,0,0.56,100
46,2014,POBI6,2LTR,0.02,0,0.54,100
46,2014,POBI6,ARSC,0.02,0,0.02,100
46,2014,POBI6,SIPR,0.02,0,0.01,100
46,2014,POBI6,2BARE,0.02,0,0.13,100
46,2014,POBI6,CASCS2,0.02,0,0.01,100
46,2016,POBI6,2LTR,0.01,0,0.69,126
46,2016,POBI6,GEROT,0.01,0,0.41,126
46,2016,POBI6,DECE,0.01,0,0.69,126
46,2016,POBI6,TRPAP,0.01,0,0.2,126
46,2016,POBI6,ARSC,0.01,0,0.02,126
46,2016,POBI6,FEBR,0.01,0,0,126
46,2016,POBI6,CAOC4,0.01,0,0,126
46,2016,POBI6,2BARE,0.01,0,0.05,126
46,2016,POBI6,CASCS2,0.01,0,0.02,126
46,2017,POBI6,DECE,0.02,0.01,0.69,84
46,2017,POBI6,GEROT,0.02,0.01,0.53,84
46,2017,POBI6,2LTR,0.02,0.01,0.72,84
46,2017,POBI6,TRPAP,0.02,0.01,0.13,84
46,2017,POBI6,CALE4,0.02,0.01,0,84
46,2017,POBI6,CAOC4,0.02,0.01,0.03,84
46,2017,POBI6,2MOSS,0.02,0.01,0,84
46,2017,POBI6,2BARE,0.02,0.01,0.05,84
46,2017,POBI6,CASCS2,0.02,0.01,0.01,84
46,2018,POBI6,DECE,0.01,0.02,0.68,140
46,2018,POBI6,GEROT,0.01,0.02,0.51,140
46,2018,POBI6,2LTR,0.01,0.02,0.78,140
46,2018,POBI6,TRPAP,0.01,0.02,0.22,140
46,2018,POBI6,CASCS2,0.01,0.02,0.02,140
46,2018,POBI6,ARSC,0.01,0.02,0,140
46,2018,POBI6,SIPR,0.01,0.02,0,140
46,2018,POBI6,CAOC4,0.01,0.02,0.03,140
46,2018,POBI6,2BARE,0.01,0.02,0.05,140
46,2018,POBI6,CARUD,0.01,0.02,0,140
48,2012,POBI6,2LTR,0.02,0,0.72,245
48,2012,POBI6,KOMY,0.02,0,0.84,245
48,2012,POBI6,GEROT,0.02,0,0.25,245
48,2012,POBI6,POVI3,0.02,0,0.02,245
48,2012,POBI6,CARUD,0.02,0,0.05,245
48,2012,POBI6,2LICHN,0.02,0,0.06,245
48,2012,POBI6,LLSE,0.02,0,0.05,245
48,2012,POBI6,ORALA,0.02,0,0.08,245
48,2012,POBI6,FEBR,0.02,0,0,245
48,2012,POBI6,ARSC,0.02,0,0.02,245
48,2012,POBI6,CAPU,0.02,0,0.01,245
48,2012,POBI6,CAUN2,0.02,0,0,245
48,2012,POBI6,SIACS2,0.02,0,0.04,245
48,2015,POBI6,2LTR,0.02,0,0.47,128
48,2015,POBI6,KOMY,0.02,0,0.83,128
48,2015,POBI6,CARUD,0.02,0,0.05,128
48,2015,POBI6,GEROT,0.02,0,0.25,128
48,2015,POBI6,FEBR,0.02,0,0,128
48,2015,POBI6,LLSE,0.02,0,0.05,128
48,2015,POBI6,ORALA,0.02,0,0.08,128
48,2015,POBI6,POVI3,0.02,0,0.05,128
48,2015,POBI6,2LICHN,0.02,0,0.16,128
48,2015,POBI6,ERSI3,0.02,0,0,128
48,2015,POBI6,ARSC,0.02,0,0.02,128
48,2015,POBI6,CAPU,0.02,0,0.01,128
48,2015,POBI6,MIOB2,0.02,0,0,128
48,2015,POBI6,SIACS2,0.02,0,0.04,128
48,2016,POBI6,2LTR,0.01,0.02,0.43,155
48,2016,POBI6,KOMY,0.01,0.02,0.85,155
48,2016,POBI6,POVI3,0.01,0.02,0.03,155
48,2016,POBI6,GEROT,0.01,0.02,0.29,155
48,2016,POBI6,ORALA,0.01,0.02,0.12,155
48,2016,POBI6,CARUD,0.01,0.02,0.08,155
48,2016,POBI6,LLSE,0.01,0.02,0.1,155
48,2016,POBI6,2LICHN,0.01,0.02,0.13,155
48,2016,POBI6,ARSC,0.01,0.02,0.03,155
48,2016,POBI6,SEDES,0.01,0.02,0,155
48,2016,POBI6,NOMO2,0.01,0.02,0,155
48,2016,POBI6,CAHEE,0.01,0.02,0,155
48,2016,POBI6,SIACS2,0.01,0.02,0.04,155
48,2016,POBI6,CAPU,0.01,0.02,0.02,155
48,2016,POBI6,FEBR,0.01,0.02,0.02,155
48,2016,POBI6,CAUN2,0.01,0.02,0,155
48,2016,POBI6,CARO2,0.01,0.02,0,155
48,2017,POBI6,KOMY,0.01,0.01,0.85,126
48,2017,POBI6,GEROT,0.01,0.01,0.24,126
48,2017,POBI6,2LTR,0.01,0.01,0.55,126
48,2017,POBI6,CARUD,0.01,0.01,0.06,126
48,2017,POBI6,LLSE,0.01,0.01,0.06,126
48,2017,POBI6,SOSIN,0.01,0.01,0,126
48,2017,POBI6,ORALA,0.01,0.01,0.06,126
48,2017,POBI6,2LICHN,0.01,0.01,0.1,126
48,2017,POBI6,POVI3,0.01,0.01,0.05,126
48,2017,POBI6,ARSC,0.01,0.01,0.02,126
48,2017,POBI6,CAHEE,0.01,0.01,0.04,126
48,2017,POBI6,CAPU,0.01,0.01,0.02,126
48,2017,POBI6,SIACS2,0.01,0.01,0.04,126
48,2018,POBI6,KOMY,0.01,0.01,0.8,182
48,2018,POBI6,GEROT,0.01,0.01,0.26,182
48,2018,POBI6,2LTR,0.01,0.01,0.61,182
48,2018,POBI6,CARUD,0.01,0.01,0.05,182
48,2018,POBI6,POVI3,0.01,0.01,0.02,182
48,2018,POBI6,CAUN2,0.01,0.01,0,182
48,2018,POBI6,LLSE,0.01,0.01,0.09,182
48,2018,POBI6,2LICHN,0.01,0.01,0.12,182
48,2018,POBI6,ORALA,0.01,0.01,0.08,182
48,2018,POBI6,ARSC,0.01,0.01,0.01,182
48,2018,POBI6,CAPU,0.01,0.01,0.01,182
48,2018,POBI6,SIACS2,0.01,0.01,0.04,182
48,2018,POBI6,MIOB2,0.01,0.01,0,182
49,2011,POBI6,FEBR,0.02,0.03,0.04,168
49,2011,POBI6,GEROT,0.02,0.03,0.38,168
49,2011,POBI6,2LTR,0.02,0.03,0.53,168
49,2011,POBI6,POAL2,0.02,0.03,0,168
49,2011,POBI6,CARUD,0.02,0.03,0.09,168
49,2011,POBI6,MIOB2,0.02,0.03,0.11,168
49,2011,POBI6,CEARS2,0.02,0.03,0.01,168
49,2011,POBI6,TRPAP,0.02,0.03,0.02,168
49,2011,POBI6,CASCS2,0.02,0.03,0.08,168
49,2011,POBI6,POVI3,0.02,0.03,0.02,168
49,2011,POBI6,ARSC,0.02,0.03,0.15,168
49,2011,POBI6,LLSE,0.02,0.03,0.05,168
49,2011,POBI6,2BARE,0.02,0.03,0.01,168
49,2011,POBI6,2LICHN,0.02,0.03,0.05,168
49,2011,POBI6,SAGL,0.02,0.03,0.01,168
49,2011,POBI6,ERSI3,0.02,0.03,0.08,168
49,2011,POBI6,GEAL2,0.02,0.03,0.01,168
49,2011,POBI6,POA,0.02,0.03,0,168
49,2011,POBI6,DECE,0.02,0.03,0.01,168
49,2011,POBI6,KOMY,0.02,0.03,0.05,168
49,2011,POBI6,SEDES,0.02,0.03,0.03,168
49,2012,POBI6,FEBR,0.01,0.02,0.06,161
49,2012,POBI6,ERSI3,0.01,0.02,0.08,161
49,2012,POBI6,GEROT,0.01,0.02,0.49,161
49,2012,POBI6,2LTR,0.01,0.02,0.53,161
49,2012,POBI6,CASCS2,0.01,0.02,0.1,161
49,2012,POBI6,TRPAP,0.01,0.02,0.05,161
49,2012,POBI6,CARUD,0.01,0.02,0.12,161
49,2012,POBI6,2BARE,0.01,0.02,0.01,161
49,2012,POBI6,CEARS2,0.01,0.02,0.02,161
49,2012,POBI6,MIOB2,0.01,0.02,0.15,161
49,2012,POBI6,LLSE,0.01,0.02,0.12,161
49,2012,POBI6,POVI3,0.01,0.02,0.05,161
49,2012,POBI6,ARSC,0.01,0.02,0.11,161
49,2012,POBI6,SAGL,0.01,0.02,0.05,161
49,2012,POBI6,GEAL2,0.01,0.02,0.01,161
49,2012,POBI6,2LICHN,0.01,0.02,0.04,161
49,2012,POBI6,DECE,0.01,0.02,0.02,161
49,2012,POBI6,KOMY,0.01,0.02,0.04,161
49,2012,POBI6,SEDES,0.01,0.02,0.02,161
49,2012,POBI6,POAL2,0.01,0.02,0.03,161
49,2012,POBI6,PHPU5,0.01,0.02,0,161
49,2014,POBI6,GEROT,0.05,0,0.31,142
49,2014,POBI6,FEBR,0.05,0,0.13,142
49,2014,POBI6,TRPAP,0.05,0,0.06,142
49,2014,POBI6,CASCS2,0.05,0,0.05,142
49,2014,POBI6,POARG,0.05,0,0,142
49,2014,POBI6,CARUD,0.05,0,0.19,142
49,2014,POBI6,2LTR,0.05,0,0.38,142
49,2014,POBI6,MIOB2,0.05,0,0.16,142
49,2014,POBI6,LLSE,0.05,0,0.08,142
49,2014,POBI6,POVI3,0.05,0,0.12,142
49,2014,POBI6,2LICHN,0.05,0,0.1,142
49,2014,POBI6,ARSC,0.05,0,0.16,142
49,2014,POBI6,ERSI3,0.05,0,0.05,142
49,2014,POBI6,GEAL2,0.05,0,0.02,142
49,2014,POBI6,SAGL,0.05,0,0.02,142
49,2014,POBI6,DECE,0.05,0,0.03,142
49,2014,POBI6,KOMY,0.05,0,0.03,142
49,2014,POBI6,SEDES,0.05,0,0.02,142
49,2014,POBI6,TRSP2,0.05,0,0.01,142
49,2015,POBI6,CASCS2,0.01,0.05,0.11,142
49,2015,POBI6,GEROT,0.01,0.05,0.31,142
49,2015,POBI6,FEBR,0.01,0.05,0.12,142
49,2015,POBI6,2LTR,0.01,0.05,0.39,142
49,2015,POBI6,MIOB2,0.01,0.05,0.15,142
49,2015,POBI6,LLSE,0.01,0.05,0.07,142
49,2015,POBI6,2LICHN,0.01,0.05,0.08,142
49,2015,POBI6,POVI3,0.01,0.05,0.13,142
49,2015,POBI6,SAGL,0.01,0.05,0.02,142
49,2015,POBI6,TRPAP,0.01,0.05,0.08,142
49,2015,POBI6,CARUD,0.01,0.05,0.16,142
49,2015,POBI6,ERSI3,0.01,0.05,0.06,142
49,2015,POBI6,ARSC,0.01,0.05,0.13,142
49,2015,POBI6,DECE,0.01,0.05,0.03,142
49,2015,POBI6,GEAL2,0.01,0.05,0.03,142
49,2015,POBI6,TRSP2,0.01,0.05,0.01,142
49,2015,POBI6,KOMY,0.01,0.05,0.04,142
49,2015,POBI6,SEDES,0.01,0.05,0.01,142
49,2016,POBI6,GEROT,0.02,0.01,0.41,155
49,2016,POBI6,TRPAP,0.02,0.01,0.1,155
49,2016,POBI6,ERSI3,0.02,0.01,0.08,155
49,2016,POBI6,LLSE,0.02,0.01,0.07,155
49,2016,POBI6,2LTR,0.02,0.01,0.32,155
49,2016,POBI6,2LICHN,0.02,0.01,0.1,155
49,2016,POBI6,2BARE,0.02,0.01,0,155
49,2016,POBI6,CARUD,0.02,0.01,0.14,155
49,2016,POBI6,MIOB2,0.02,0.01,0.12,155
49,2016,POBI6,FEBR,0.02,0.01,0.24,155
49,2016,POBI6,SAGL,0.02,0.01,0.07,155
49,2016,POBI6,POVI3,0.02,0.01,0.16,155
49,2016,POBI6,ARSC,0.02,0.01,0.17,155
49,2016,POBI6,CASCS2,0.02,0.01,0.11,155
49,2016,POBI6,GEAL2,0.02,0.01,0.02,155
49,2016,POBI6,DECE,0.02,0.01,0.07,155
49,2016,POBI6,KOMY,0.02,0.01,0.03,155
49,2016,POBI6,POARG,0.02,0.01,0,155
5,2011,POBI6,2LTR,0.05,0.03,0.6,148
5,2011,POBI6,DECE,0.05,0.03,0.39,148
5,2011,POBI6,ARSC,0.05,0.03,0,148
5,2011,POBI6,SIPR,0.05,0.03,0.32,148
5,2011,POBI6,TRPAP,0.05,0.03,0.2,148
5,2011,POBI6,MIOB2,0.05,0.03,0.09,148
5,2011,POBI6,FEBR,0.05,0.03,0.02,148
5,2011,POBI6,GEROT,0.05,0.03,0.09,148
5,2011,POBI6,ERSI3,0.05,0.03,0,148
5,2011,POBI6,LUSP4,0.05,0.03,0.02,148
5,2011,POBI6,2BARE,0.05,0.03,0.06,148
5,2012,POBI6,LUSP4,0.06,0.05,0.02,161
5,2012,POBI6,DECE,0.06,0.05,0.4,161
5,2012,POBI6,2LTR,0.06,0.05,0.6,161
5,2012,POBI6,TRPAP,0.06,0.05,0.14,161
5,2012,POBI6,SIPR,0.06,0.05,0.4,161
5,2012,POBI6,GEROT,0.06,0.05,0.1,161
5,2012,POBI6,MIOB2,0.06,0.05,0.1,161
5,2012,POBI6,ERSI3,0.06,0.05,0.01,161
5,2012,POBI6,2BARE,0.06,0.05,0.06,161
5,2012,POBI6,RAAD,0.06,0.05,0,161
5,2012,POBI6,FEBR,0.06,0.05,0.01,161
